Product_ID,Base_Price,Competitor_Price,Customer_Rating,Demand_Elasticity,Seasonality,Marketing_Spend,Sales_Volume
959,33.3,38.05,3.8,-1.18,2,6276.12,3193
960,79.04,87.59,1.7,-0.13,2,5431.3,2420
961,26.62,26.1,3.0,-1.5,2,2730.84,3189
962,68.25,67.41,2.6,-1.76,1,5175.43,3886
963,39.63,39.98,4.5,-0.83,0,3212.37,3169
964,51.14,56.95,3.5,-0.06,0,9233.58,2438
965,43.1,38.46,3.1,-1.24,2,4018.66,3421
966,48.45,49.64,1.5,-1.88,1,9570.38,3327
967,77.52,82.4,3.4,-1.32,0,5797.5,3639
968,43.77,46.28,1.5,-0.99,2,6683.9,2841
969,65.31,66.26,2.3,-1.68,0,5886.46,3572
970,58.08,63.09,1.6,-0.68,0,2164.43,2978
971,73.09,59.57,3.8,-0.0,2,4382.39,2374
972,94.95,98.34,1.8,-1.1,2,1892.32,3325
973,78.61,75.34,2.6,-1.29,0,6606.59,3853
974,37.2,28.05,4.6,-1.2,0,5021.87,3479
975,22.49,25.05,1.8,-1.77,2,8001.86,3112
976,40.98,47.85,3.0,-0.23,0,2984.23,2449
977,67.61,66.92,2.7,-1.17,0,2481.09,3545
978,24.11,28.87,1.1,-1.23,2,4656.99,2718
979,59.71,67.77,4.2,-0.68,0,9339.27,2909
980,67.75,74.32,1.3,-1.12,0,7393.8,2959
981,46.74,54.94,2.9,-0.7,1,4770.31,2885
982,81.67,85.38,3.2,-1.88,2,5655.45,3851
983,28.53,28.91,3.5,-0.37,1,1757.92,2750
984,26.01,18.0,3.8,-0.12,1,9861.18,2965
985,78.26,77.03,2.0,-0.7,1,6997.67,2869
986,59.64,55.42,1.0,-0.09,0,3568.64,2302
987,75.07,85.92,3.9,-1.7,0,6272.28,4106
988,54.79,53.91,3.1,-1.05,1,1985.34,3192
989,39.71,40.33,4.3,-0.8,1,9692.53,3036
990,85.53,88.29,4.3,-0.84,1,2573.06,3710
991,83.95,84.17,4.4,-1.2,0,6832.27,3569
992,75.58,84.06,2.9,-1.32,1,3209.09,3579
993,41.77,38.66,2.3,-1.75,1,7458.05,3468
994,67.22,68.19,4.2,-1.22,2,7991.39,3570
995,48.88,45.17,2.8,-1.67,2,7060.78,3230
996,27.33,20.73,1.7,-0.53,0,6530.5,2629
997,93.39,90.33,4.4,-1.58,2,9032.22,4388
998,30.95,30.76,4.5,-1.88,2,1707.64,3630
999,96.02,93.87,2.9,-0.9,2,3978.23,3451
1000,55.68,52.22,1.3,-0.81,0,3234.59,2233
